company_id,SIC_CD_3,final_score,decision,score_cf_alignment,reason_cf_alignment,score_actionability,reason_actionability,score_business_insight,reason_business_insight,score_logic_flow,reason_logic_flow,score_completeness,reason_completeness,score_clarity,reason_clarity,cf_alignment_match_rate,cf_alignment_n_matched,cf_alignment_n_ground_truth
88574,G46,3.3,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific financial indicators to monitor and improve, but lacks defined responsible parties, deadlines, and concrete methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights by identifying critical financial indicators that require improvement and outlines actionable steps to enhance financial stability, particularly in addressing the concerning declines in Pre-Tax and Operating Income, which are essential for the firm's survival in a challenging financial landscape.",3,"The report presents a clear structure and logical flow, but the causal reasoning is undermined by the contradictory performance metrics, particularly the significant decreases in key income areas that could jeopardize the proposed improvements.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Performance KPIs' section could benefit from more detailed metrics and targets to enhance clarity and effectiveness.",3,"The report contains clear sections and actionable insights, but it uses excessive financial jargon and complex metrics (e.g., '353.7% increase') that may not be easily understood by all executive readers, potentially hindering accessibility.",0.6,12,20
88620,L68,3.5,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines specific targets and short- to medium-term actions, it lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and challenging to execute immediately.",4,"The report provides a comprehensive analysis of financial indicators, identifies clear improvement scenarios, and outlines actionable steps for both short-term and medium-term strategies, demonstrating genuine strategic insight for the firm's survival.",4,"The report presents a logical flow with clear causal reasoning, particularly in the improvement scenarios and action roadmap, where specific targets and actions are aligned with the company's financial goals, although some numerical claims may confuse without context.",4,"The report includes all 6 required sections with sufficient substance, but the 'Performance KPIs' section could benefit from more detailed metrics or benchmarks to enhance clarity and effectiveness.",4,"The report is generally clear and accessible, with well-defined sections and actionable insights; however, the use of specific financial metrics and percentages may be overwhelming for some executive readers who may prefer more straightforward language and context.",0.5,10,20
88901,F42,3.45,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The report outlines specific targets and actions, but lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the company's financial health, including actionable improvement scenarios and a clear roadmap for enhancing liquidity and revenue diversification, which are critical for the firm's survival in a challenging sector.",4,"The report presents a logical flow of information, clearly outlining the current status, improvement scenarios, and action roadmap, although some numerical claims may be misleading without context on their implications.",4,"The report includes all six required sections and provides substantial detail in each, particularly in the Current Status Analysis and Improvement Scenarios, though the Action Roadmap could benefit from more specific timelines and measurable outcomes.",3,"The report contains clear data and actionable insights, but it uses excessive jargon such as 'sparsity' and 'quick assets' without sufficient explanation, which may hinder understanding for executive readers unfamiliar with financial terminology.",0.5,10,20
88953,G47,3.2,Reject,2,Just 8/20 ground-truth CF values (40%) matched; most figures are missing or incorrect.,3,"The proposal outlines specific actions and targets, such as maintaining net working capital at 0.7446 and increasing retained earnings to 0.5254, but lacks clearly defined responsible parties and deadlines for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights for improving financial health, such as actionable recommendations for enhancing liquidity and retained earnings, while also addressing sector-specific challenges like high bankruptcy probability, though it could benefit from deeper analysis of market conditions.",4,"The report presents a logical flow with clear causal relationships, such as the recommendation to maintain net working capital to ensure liquidity, which directly supports the goal of reducing bankruptcy probability; however, the abrupt mention of a 100.0% decrease in multiple financial metrics without context could confuse readers regarding the implications of such changes.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Risk Management section to enhance clarity on potential risks.",3,"The report contains some clear metrics and actionable recommendations, but it uses excessive jargon and complex expressions, such as 'high sparsity of necessary changes' and '100.0% decrease,' which may not be easily understood by all executive readers.",0.4,8,20
89408,G47,3.05,Reject,2,Just 8/20 ground-truth CF values (40%) matched; most figures are missing or incorrect.,3,"The proposal outlines necessary actions and targets but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights by identifying critical areas for improvement, such as operational efficiency and revenue generation, while also outlining actionable short- and medium-term strategies, reflecting a comprehensive understanding of the firm's challenges in the retail trade sector.",3,"The report presents a coherent analysis of the company's financial status and outlines logical improvement scenarios; however, the drastic percentage changes in financial indicators may confuse readers and detract from the overall clarity of the causal relationships.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Executive Summary and Current Status Analysis, though the Performance KPIs section could benefit from more specific targets and metrics.",3,"While the report presents critical financial data and improvement targets, it contains excessive jargon and complex percentage changes that may confuse executive readers, such as the use of '3978.7% decrease' without clear context or explanation.",0.4,8,20
90043,G47,3.8,Pass,5,19/20 ground-truth CF values (95%) found verbatim (within tolerance) in the report.,3,"The proposal outlines specific targets and actions, but lacks clear responsible parties, deadlines, and detailed methodologies for execution, making it somewhat abstract and impractical for immediate implementation.",4,"The report provides strategic insights into improving financial health through targeted actions and risk management, particularly emphasizing the need to reduce bankruptcy probability and optimize accounts receivable, which are crucial for the retail trade sector's survival.",3,"The report presents a logical flow in identifying financial issues and proposing actions, but the drastic increases in liabilities without clear justification may raise concerns about long-term sustainability, particularly given the simultaneous decline in retained earnings.",4,"The report includes all 6 required sections with substantial content; however, the 'Current Status Analysis' could benefit from more detailed explanations of the implications of the financial changes observed.",3,"The report contains clear sections and actionable insights, but it uses excessive jargon and complex percentage increases that may confuse executive readers, such as the detailed financial ratios without sufficient context for understanding their implications.",0.95,19,20
90360,G47,3.45,Conditional Pass,3,Only 11/20 ground-truth CF values (55%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific financial targets and short- to medium-term actions, but lacks clearly defined responsible parties and deadlines for implementation, making it somewhat abstract and less actionable.",4,"The report provides a comprehensive strategic plan with specific improvement scenarios and actionable steps tailored to the retail trade sector, demonstrating genuine insight into the company's financial recovery, though it could benefit from more detailed implementation strategies.",4,"The report presents a logically coherent flow from identifying current financial issues to proposing targeted improvements and actions, with clear causal links between the adjustments needed and the anticipated outcomes, although some numerical claims could benefit from clearer contextual explanations.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed action steps in the Action Roadmap and additional KPIs for comprehensive performance measurement.",3,"The report contains clear sections and actionable items, but it uses excessive jargon and complex metrics (e.g., 'sparsity of 0.3871' and 'quality score of 0.84') that may not be easily understood by executive readers without a financial background.",0.55,11,20
90384,F42,3.4,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines a clear action roadmap with short-term and medium-term strategies, but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less executable starting tomorrow.",4,"The report provides strategic insights by identifying critical financial issues and proposing actionable steps to improve profitability and reduce bankruptcy risk, which is essential for the firm's survival in a challenging financial landscape.",3,"The report presents a logical flow of analysis and proposed actions, but the extreme percentage changes in financial metrics raise concerns about the validity of the data and the feasibility of the proposed improvements, particularly the drastic reduction in bankruptcy probability without a clear causal link to the suggested strategies.",5,"The report includes all 6 required sections, each with sufficient substance, providing a comprehensive overview of the company's financial status, improvement scenarios, action roadmap, risk management strategies, and performance KPIs, all of which are clearly articulated and relevant to the company's needs.",3,"The report contains excessive jargon and complex numerical expressions that may confuse executive readers, such as the use of percentages in financial ratios without clear context, making it less accessible.",0.5,10,20
90461,G47,3.05,Reject,2,Just 6/20 ground-truth CF values (30%) matched; most figures are missing or incorrect.,3,"The proposal outlines necessary financial changes and actions but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the firm's financial health, highlighting critical areas for improvement and actionable steps, such as the need for cost-control measures and revenue enhancement, while also addressing the risks associated with increased borrowing, which is essential for survival in the retail trade sector.",3,"The report presents a mixed financial picture with both significant improvements and concerning declines, but lacks clear causal connections between proposed actions and the desired outcomes, particularly in addressing the drastic drop in Net Income.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Improvement Scenarios and Action Roadmap sections.",3,"The report contains some clear information but uses excessive jargon and complex percentages that may confuse executive readers, such as '1321722.2% decrease' and '55.0pp improvement', which could be simplified for better accessibility.",0.3,6,20
90724,G46,3.8,Pass,3,Only 11/20 ground-truth CF values (55%) matched; at least one key figure appears miscalculated or omitted.,4,"The report outlines specific targets and short- to medium-term actions, such as optimizing inventory management and securing strategic borrowing, but lacks clearly defined responsible parties and deadlines for implementation.",4,"The report provides strategic insights for financial restructuring, including specific targets for key ratios and a clear action roadmap, which are essential for the firm's survival in the wholesale trade sector, although it could benefit from more detailed analysis on implementation challenges.",4,"The report presents a logical flow from identifying the current financial challenges to proposing actionable improvement scenarios and risk management strategies, although some numerical claims may lack contextual clarity regarding their feasibility.",5,"The report includes all 6 required sections with sufficient substance, providing a clear executive summary, detailed current status analysis, specific improvement scenarios, a structured action roadmap, comprehensive risk management strategies, and measurable performance KPIs, all of which are essential for a thorough financial consulting report.",3,"While the report presents important financial metrics and improvement scenarios, it contains excessive jargon (e.g., 'Sparsity metric', 'proximity metric') and complex percentages that may obscure understanding for executive readers unfamiliar with technical financial terminology.",0.55,11,20
91282,F42,3.75,Pass,4,17/20 ground-truth CF values (85%) matched; minor narrative paraphrase acceptable per rubric.,3,"The report outlines a roadmap with short and medium-term actions but lacks specific responsible parties, deadlines, and methodologies, making it somewhat abstract and less actionable for immediate execution.",4,"The report provides strategic insights into the company's financial health and operational efficiency, evidenced by the significant reduction in bankruptcy probability and the comprehensive action roadmap, though it could benefit from more detailed sector-specific challenges and competitive analysis.",4,"The report presents a logical flow of information, clearly linking improvements in financial metrics to enhanced operational efficiency and reduced bankruptcy probability, although some areas, like the significant increase in SG&A expenses, require more detailed management strategies.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, though the Improvement Scenarios could benefit from clearer connections to the proposed actions.",4,"The report is generally clear and accessible for executive readers, with a well-structured format and straightforward language; however, some sections contain excessive numerical data and jargon (e.g., 'Proximity metric' and 'Sparsity score') that may require further simplification for broader understanding.",0.85,17,20
91415,L68,2.95,Reject,4,15/20 ground-truth CF values (75%) matched; minor narrative paraphrase acceptable per rubric.,2,"The proposal lacks specific responsible parties, deadlines, and clear methodologies for implementation, making it abstract and impractical for immediate execution.",3,"The report provides a structured analysis of financial metrics and outlines potential actions, but it lacks deeper strategic insights and fails to address the implications of decreased profitability and increased costs on long-term sustainability.",2,"The report presents a series of financial adjustments aimed at improving bankruptcy probability; however, the logic connecting the elimination of liabilities to an increase in bankruptcy probability is flawed, as reducing liabilities typically decreases bankruptcy risk, not increases it, indicating a lack of coherent causal reasoning.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more detailed metrics in the Action Roadmap and Performance KPIs to enhance clarity and actionable insights.",3,"The report contains some clear sections, but it uses excessive jargon and vague expressions, such as 'notable improvement potential' and 'high-quality score,' which may not be easily understood by executive readers without a financial background.",0.75,15,20
91451,L68,3.45,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines specific targets and actions, it lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into the company's financial health, highlighting critical areas for improvement such as liquidity and operational efficiency, while also outlining actionable steps and performance KPIs that align with the firm's sector needs.",4,"The report presents a coherent flow of information, with clear causal relationships; for instance, the improvement in bankruptcy probability logically follows from the enhanced financial metrics, although some numerical claims may lack context for full clarity.",4,"The report includes all 6 required sections, each with sufficient substance; however, the Current Status Analysis could benefit from clearer explanations of the implications of the financial metrics presented.",3,"The report contains clear sections and actionable insights, but it uses excessive jargon and complex percentage changes that may confuse executive readers, such as the detailed percentage increases and decreases in financial metrics without sufficient context.",0.6,12,20
91769,G46,3.1,Reject,1,"Almost no ground-truth CF values found in the report (4/18, 22%).",3,"The proposal outlines a clear target and necessary actions, but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the firm's financial health and outlines actionable steps to improve profitability and manage risks, particularly through the focus on optimizing operational efficiency and monitoring key financial indicators.",4,"The report presents a logical flow with clear causal reasoning; for instance, the connection between the need to monitor Gross Profit and its impact on overall profitability is well articulated, although the drastic decrease in Gross Profit could have been better contextualized in relation to the company's overall strategy.",5,"The report includes all 6 required sections, each with sufficient substance, providing a comprehensive overview of the company's financial status, improvement scenarios, action roadmap, risk management strategies, and performance KPIs, ensuring structural and formal compliance.",4,"The report is generally clear and accessible for executive readers, using straightforward language and providing specific financial metrics, though some jargon like 'Accounts Payable' and 'Non-Current Liabilities' could be simplified or explained for broader understanding.",0.222,4,18
92266,L68,3.55,Conditional Pass,3,Only 11/20 ground-truth CF values (55%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines necessary improvements and provides a roadmap, it lacks specific responsible parties, deadlines, and methodologies for implementation, making immediate execution impractical.",4,"The report provides a comprehensive analysis of the company's financial status, outlines specific improvement scenarios, and presents a clear action roadmap, demonstrating strategic insight necessary for the firm's survival, particularly in addressing the high bankruptcy probability and negative income ratios.",4,"The report logically flows from identifying the current financial issues to proposing actionable improvements, with clear causal links between the need for adjustments and the projected outcomes, although the reliance on numerical projections without sufficient context slightly undermines the overall clarity.",5,"The report includes all 6 required sections, each with sufficient substance, such as detailed financial metrics in the Current Status Analysis and actionable steps in the Action Roadmap, demonstrating a comprehensive approach to addressing the company's financial challenges.",3,"The report contains clear sections and actionable items, but it uses technical financial terms and metrics (e.g., 'pre-tax net income ratios' and 'sparsity') that may not be easily understood by all executive readers, potentially hindering accessibility.",0.55,11,20
92436,F42,3.3,Conditional Pass,3,Only 13/20 ground-truth CF values (65%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific financial adjustments and action steps but lacks defined responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights, such as targeted improvements in gross profit margin and liquidity management, while aligning with industry standards, though it could benefit from deeper analysis of market conditions and competitive positioning.",3,"The report presents a coherent flow of ideas and causal reasoning, but the target bankruptcy probability improvement lacks clarity on how the proposed financial adjustments directly correlate to achieving the stated goal, leading to potential confusion in the logic.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed context regarding the implications of the financial changes, which would enhance overall clarity.",3,"The report contains some clear information but uses excessive jargon and vague expressions, such as 'bankruptcy probability' and 'liquidity ratios,' which may not be easily understood by all executive readers; simplifying these terms would enhance accessibility.",0.65,13,20
92509,G46,3.45,Conditional Pass,4,18/20 ground-truth CF values (90%) matched; minor narrative paraphrase acceptable per rubric.,2,"The proposal lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial status and outlines specific improvement scenarios and actionable steps, demonstrating genuine strategic insight for survival, particularly in addressing the high bankruptcy probability.",4,"The report presents a logically coherent flow from identifying the current financial issues to proposing specific improvement scenarios and actions, although some numerical claims may lack clarity in their causal relationships.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Improvement Scenarios, but could benefit from more detailed metrics in the Action Roadmap and Risk Management sections to enhance clarity and actionable insights.",3,"The report contains clear data and actionable insights, but it uses technical terms like 'Proximity' and 'Sparsity' without adequate explanation, which may confuse executive readers unfamiliar with financial jargon.",0.9,18,20
92669,G46,3.45,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific improvement targets and action steps but lacks defined responsible parties, deadlines, and methodologies, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights into the company's financial improvements and necessary actions, such as enhancing collection processes and assessing the impact of asset disposals, which are crucial for survival in a competitive sector.",4,"The report logically connects the company's improved financial metrics with strategic actions, such as enhancing collection processes and cost control measures, while also addressing risks associated with simultaneous adjustments, demonstrating a coherent flow of reasoning.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Improvement Scenarios and Action Roadmap for clarity on implementation.",3,"While the report contains valuable data and insights, it uses technical terms like 'Proximity' and 'Sparsity' without clear definitions, which may confuse executive readers unfamiliar with these concepts.",0.6,12,20
92735,G46,3.45,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific financial targets and actions but lacks clear responsible parties, deadlines, and methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides strategic insights for the firm's survival by outlining specific financial adjustments and an actionable roadmap, particularly in enhancing Gross Profit margins and managing SG&A Expenses, which are critical for improving financial stability in the wholesale trade sector.",4,"The report presents a logical flow with clear causal relationships, particularly in linking financial adjustments to the targeted reduction in bankruptcy probability, although some numerical interpretations may lack clarity.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from clearer explanations of the implications of the financial changes, particularly regarding the negative Non-Current Liabilities.",3,"While the report contains relevant financial data and clear goals, it uses excessive jargon and complex metrics (e.g., Sparsity metric and percentage changes) that may not be easily understood by executive readers, potentially hindering clarity.",0.6,12,20
92788,F42,3.95,Pass,5,20/20 ground-truth CF values (100%) found verbatim (within tolerance) in the report.,3,"While the report outlines ambitious financial targets and a general action roadmap, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it abstract and challenging to execute immediately.",4,"The report provides a comprehensive analysis of financial indicators and strategic actions tailored to the construction sector, demonstrating genuine strategic insight for the firm's survival, particularly through its focus on improving liquidity and diversifying revenue streams.",4,"The report presents a coherent flow of information, logically connecting the company's current financial status, proposed improvements, and necessary actions, although the extreme percentage increases in financial indicators may raise questions about feasibility.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more detailed metrics in the Action Roadmap and Performance KPIs for enhanced clarity.",3,"While the report presents relevant financial data and improvement scenarios, it contains excessive jargon and complex metrics (e.g., 'proximity measure' and 'sparsity measure') that may not be easily understood by executive readers, potentially hindering clarity.",1.0,20,20
93067,G46,3.45,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines significant improvements and a roadmap for action, but lacks specific responsible parties, deadlines, and methodologies, making it abstract and challenging to execute immediately.",4,"The report provides a comprehensive analysis of the company's financial status, identifies critical areas for improvement, and outlines actionable strategies, demonstrating genuine strategic insight for survival in the wholesale trade sector, despite the high bankruptcy probability.",4,"The report presents a logically structured analysis of the company's financial situation, with clear causal relationships between proposed improvements and their expected outcomes, such as the link between increasing tangible assets and enhancing firm scale.",4,"The report includes all 6 required sections and provides substantial detail in each, particularly in the Current Status Analysis and Improvement Scenarios, though it could benefit from more specific metrics in the Action Roadmap.",3,"While the report contains valuable financial data and actionable insights, it uses excessive jargon and complex metrics (e.g., 'Proximity' and 'Sparsity') that may not be easily understood by executive readers, potentially hindering clarity.",0.6,12,20
93164,G47,3.45,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines ambitious financial targets and provides a roadmap for action, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable starting tomorrow.",4,"The report provides substantial strategic insights, such as a clear action roadmap and risk management strategies, while effectively addressing the firm's financial metrics and improvement targets relevant to the retail trade sector.",4,"The report presents a logically coherent flow, with clear causal relationships between improved financial metrics and proposed actions, although the reliance on percentage increases without context may lead to misinterpretation of actual performance improvements.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed explanations of the implications of the financial metrics and the 'Risk Management' section could be expanded to include specific risks and mitigation strategies.",3,"While the report presents relevant financial metrics and improvement targets, it contains excessive jargon (e.g., 'Sparsity index') and complex percentages that may not be easily understood by all executive readers, potentially hindering clarity.",0.6,12,20
93192,L68,3.3,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines specific actions and KPIs but lacks clear responsible parties and deadlines, making it somewhat abstract and less actionable for immediate implementation.",4,"The report provides strategic insights into the firm's financial status, including actionable short-term and medium-term plans, risk management considerations, and performance KPIs, which are essential for navigating the real estate sector's challenges, although it could benefit from more detailed analysis on operational efficiency impacts.",3,"The report presents a coherent flow of information and causal relationships, but the targeted improvement in bankruptcy probability is contradictory to the overall financial indicators, particularly the decrease in Gross Profit and the increase in Cost of Goods Sold, which could undermine the proposed strategies.",4,"The report includes all 6 required sections and provides substantial content in each, particularly in the Current Status Analysis and Action Roadmap, but could benefit from more detailed metrics and specific timelines in the Improvement Scenarios and Risk Management sections.",3,"The report contains some clear sections, but it uses excessive jargon and vague expressions, such as 'high quality strategy score of 0.93' and 'strategic borrowing expansion,' which may not be easily understood by executive readers without a financial background.",0.5,10,20
93204,G46,3.45,Conditional Pass,3,Only 13/20 ground-truth CF values (65%) matched; at least one key figure appears miscalculated or omitted.,3,"While the report outlines significant improvements and sets clear targets, it lacks specific responsible parties, deadlines, and detailed methodologies for implementing the short-term and medium-term actions, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of financial improvements and outlines actionable strategies for further growth, particularly in addressing liquidity challenges, which reflects a genuine strategic insight for the firm's survival in the wholesale trade sector.",4,"The report presents a coherent flow of information, logically linking improvements in financial indicators to the need for further adjustments, though the drastic decrease in net working capital raises concerns about liquidity management that could affect the overall financial stability.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Improvement Scenarios and Action Roadmap sections to enhance clarity and actionable insights.",3,"The report contains clear financial metrics and improvement targets, but it uses excessive jargon and complex percentages that may not be easily understood by all executive readers, such as '55.5pp improvement' and 'liquidity management challenges'.",0.65,13,20
93501,G46,3.7,Pass,4,16/20 ground-truth CF values (80%) matched; minor narrative paraphrase acceptable per rubric.,3,"While the report outlines ambitious financial improvement targets and a roadmap with short and medium-term actions, it lacks specific responsible parties, deadlines for each action, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the company's financial status, identifies specific improvement targets, and outlines actionable strategies, demonstrating genuine strategic insight for the firm's survival in the wholesale trade sector.",4,"The report presents a logically sound flow of information, clearly linking the current financial status to the need for improvement and outlining actionable steps, though it could benefit from further elaboration on how the proposed actions will directly lead to the desired outcomes.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, but could benefit from more detail in the Action Roadmap and Risk Management sections to enhance clarity and comprehensiveness.",3,"The report contains clear financial metrics and targets, but excessive jargon such as 'Sparsity' and vague expressions like 'careful navigation' may hinder understanding for executive readers unfamiliar with these terms.",0.8,16,20
93567,G46,3.95,Pass,5,20/20 ground-truth CF values (100%) found verbatim (within tolerance) in the report.,3,"While the report outlines ambitious financial targets and a roadmap for improvement, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it challenging to execute starting tomorrow.",4,"The report provides a comprehensive analysis of the company's financial situation, outlines clear improvement scenarios with specific targets, and includes actionable short- and medium-term strategies, demonstrating genuine strategic insight for survival in the wholesale trade sector.",4,"The report presents a logically coherent flow, with clear causal relationships between the identified financial challenges, proposed actions, and expected outcomes, particularly in the Action Roadmap and Risk Management sections.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, though the Action Roadmap could benefit from more detailed timelines and specific responsibilities.",3,"The report contains some clear information, but it uses excessive jargon and vague expressions, such as 'Sparsity factor' and 'Proximity,' which may not be easily understood by executive readers without further explanation.",1.0,20,20
93617,G47,3.3,Conditional Pass,3,Only 12/20 ground-truth CF values (60%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines necessary financial improvements and a roadmap with short and medium-term actions, but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides a detailed analysis of the company's financial distress, identifies critical areas for improvement, and outlines a strategic roadmap with actionable steps, reflecting a genuine understanding of the retail trade sector's challenges and the need for immediate and medium-term interventions.",3,"The report presents a coherent flow of information regarding the company's financial distress and outlines a logical sequence of improvement scenarios and actions; however, the drastic percentage changes in financial metrics may confuse readers and detract from the clarity of the proposed strategies.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Current Status Analysis and Improvement Scenarios, although the Performance KPIs section could benefit from more detailed metrics and targets.",3,"The report contains some clear sections and actionable items, but it is laden with excessive jargon and complex metrics that may confuse executive readers, such as the use of percentages without context, making it less accessible.",0.6,12,20
93679,G47,3.5,Conditional Pass,3,Only 14/20 ground-truth CF values (70%) matched; at least one key figure appears miscalculated or omitted.,3,"The report outlines necessary financial improvements and provides a roadmap with short- and medium-term actions; however, it lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and impractical for immediate execution.",4,"The report provides a comprehensive analysis of the firm's financial status, identifies critical areas for improvement, and outlines actionable strategies, reflecting genuine strategic insight necessary for survival in the retail trade sector.",4,"The report presents a logically coherent flow, linking the need for financial improvements directly to the current status analysis and outlining actionable steps, although some numerical inconsistencies in percentage changes could confuse the reader.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, but could benefit from more detailed metrics in the Improvement Scenarios and Action Roadmap sections to enhance clarity and actionable steps.",4,"The report is largely clear and accessible, effectively communicating complex financial metrics and improvement strategies, though it could benefit from reducing the use of percentages in some areas for greater simplicity.",0.7,14,20
93760,G46,3.7,Pass,4,18/20 ground-truth CF values (90%) matched; minor narrative paraphrase acceptable per rubric.,3,"While the report outlines specific financial targets and short- to medium-term actions, it lacks clear responsible parties, deadlines, and a detailed methodology for implementation, making it somewhat abstract and challenging to execute immediately.",4,"The report provides strategic insights, such as a clear action roadmap and risk management strategies, alongside significant financial improvements, but could benefit from more detailed analysis of the variables needing adjustment.",4,"The report presents a logical flow with clear causal relationships, particularly in the action roadmap where short-term actions directly support the improvement scenarios, although the complexity of adjusting multiple variables poses a notable risk.",4,"The report includes all 6 required sections with sufficient substance; however, the 'Current Status Analysis' could benefit from more detailed insights into the implications of the quality score and proximity metrics.",3,"The report contains clear financial metrics and targets, but it uses excessive jargon (e.g., 'Proximity' and 'Sparsity') that may not be easily understood by executive readers without a financial background.",0.9,18,20
93890,G46,3.3,Conditional Pass,3,Only 10/20 ground-truth CF values (50%) matched; at least one key figure appears miscalculated or omitted.,3,"The proposal outlines necessary actions and targets, but lacks specific responsible parties, deadlines, and detailed methodologies for implementation, making it somewhat abstract and less actionable.",4,"The report provides strategic insights into the firm's financial challenges and potential growth opportunities, particularly through asset expansion, while outlining actionable steps and KPIs for improvement, which are critical for survival in the wholesale trade sector.",3,"The report presents a coherent flow of information regarding the company's financial challenges and potential improvements, but the extreme percentage changes in financial metrics raise questions about their validity and the overall clarity of the causal relationships presented.",4,"The report includes all 6 required sections with sufficient substance, particularly in the Executive Summary and Current Status Analysis, although some areas could benefit from more detailed action steps and specific metrics in the Action Roadmap and Performance KPIs.",3,"The report contains excessive jargon and complex numerical expressions, such as '283358.0% decrease' and '71.3pp improvement,' which may hinder clarity for executive readers who prefer straightforward language and concise explanations.",0.5,10,20
